0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.000728863,0.000728863,0.000728864,0.081338511,0.00072887,0.000728864,0.295515657,0.000728864,0.000728872,0.000728864,0.066070789,0.000728864,0.549786387,0.000728867
0.502268949,0.070161452,0.001298706,0.001298703,0.071272472,0.001298714,0.127139123,0.001298706,0.217469657,0.001298703,0.001298702,0.001298704,0.001298704,0.001298705
0.027670115,0.111484437,0.001488099,0.001488104,0.0014881,0.001488099,0.001488099,0.001488099,0.051939556,0.02861419,0.001488103,0.001488097,0.766898805,0.001488098
0.001930503,0.001930504,0.001930513,0.001930503,0.757011698,0.001930507,0.001930504,0.001930508,0.001930503,0.219822193,0.001930525,0.001930526,0.001930506,0.001930507
0.002164507,0.431210469,0.067307469,0.002164514,0.002164512,0.00216451,0.002164511,0.477672456,0.00216452,0.002164508,0.002164504,0.002164502,0.002164508,0.002164509
0.122827846,0.001400566,0.131561603,0.001400564,0.001400566,0.319013026,0.229827862,0.001400568,0.184164586,0.001400566,0.001400561,0.00140056,0.001400562,0.001400564
0.002645503,0.002645503,0.002645513,0.002645503,0.002645505,0.002645515,0.002645507,0.002645504,0.002645505,0.002645516,0.859169103,0.002645503,0.109084814,0.002645505
0.003401361,0.003401361,0.003401361,0.003401361,0.055254122,0.003401362,0.003401361,0.003401362,0.003401361,0.003401361,0.903929546,0.003401361,0.003401362,0.003401361
0.003401361,0.003401361,0.003401361,0.003401361,0.003401366,0.003401362,0.003401361,0.003401362,0.003401362,0.003401361,0.955782299,0.003401362,0.003401362,0.003401361
0.00216453,0.002164514,0.218598001,0.002164514,0.002164506,0.002164504,0.348171321,0.364515196,0.002164508,0.002164505,0.002164505,0.002164505,0.002164507,0.047070383
0.275090245,0.000759884,0.039590077,0.00075988,0.000759882,0.00075988,0.082033855,0.031146531,0.000759888,0.00075988,0.00075988,0.00075988,0.00075988,0.565300359
0.000736381,0.598047449,0.000736381,0.000736382,0.000736379,0.31608811,0.000736379,0.00073638,0.046728634,0.00073638,0.000736378,0.000736378,0.031772007,0.000736381
0.099710292,0.002463059,0.002463061,0.002463058,0.341201505,0.002463059,0.002463067,0.002463062,0.002463065,0.097880419,0.002463056,0.002463065,0.00246306,0.43657717
0.001587304,0.001587311,0.572429457,0.001587308,0.001587309,0.001587309,0.001587306,0.001587309,0.384823956,0.001587307,0.025286205,0.001587304,0.001587308,0.001587309
0.196283742,0.000840339,0.015997508,0.000840338,0.000840341,0.000840342,0.247455471,0.00084034,0.000840339,0.000840342,0.00084034,0.000840336,0.221472227,0.311227993
0.000276857,0.287880119,0.078511494,0.000276856,0.115789658,0.331371129,0.039235541,0.000276856,0.000276857,0.000276855,0.000276855,0.000276855,0.000276856,0.144997212
0.001428574,0.001428576,0.001428576,0.001428575,0.166995465,0.001428575,0.42995364,0.205491656,0.001428577,0.104412112,0.001428576,0.00142858,0.08028994,0.001428577
0.000355368,0.771034769,0.000355367,0.015966038,0.000355367,0.200495948,0.008949572,0.000355367,0.000355369,0.000355367,0.000355366,0.000355367,0.000355368,0.000355368
0.001519761,0.001519766,0.001519764,0.001519759,0.07906711,0.410146508,0.001519769,0.133598718,0.001519759,0.153626449,0.00151976,0.001519761,0.001519761,0.209883355
0.09200317,0.005102048,0.005102042,0.005102042,0.005102047,0.005102065,0.005102093,0.005102043,0.005102061,0.005102041,0.005102073,0.846772192,0.005102042,0.005102041
0.001373634,0.001373632,0.001373635,0.001373638,0.001373629,0.001373629,0.001373631,0.001373637,0.001373638,0.001373632,0.98214277,0.001373629,0.001373631,0.001373633
0.153182437,0.029720668,0.064773516,0.001275517,0.739568223,0.001275515,0.001275516,0.001275514,0.001275515,0.00127552,0.001275513,0.00127551,0.001275516,0.001275519
0.001373627,0.001373629,0.001373631,0.001373632,0.001373628,0.001373633,0.383597412,0.001373628,0.48728156,0.053054592,0.001373628,0.062330138,0.00137363,0.001373631
0.001831504,0.001831505,0.001831504,0.001831503,0.652185338,0.001831511,0.001831505,0.162801508,0.00183152,0.001831504,0.001831507,0.164866581,0.001831505,0.001831506
0.00134771,0.00134771,0.001347711,0.001347712,0.308353475,0.675473991,0.00134771,0.001347713,0.001347713,0.001347711,0.00134771,0.00134771,0.001347713,0.001347712
0.000927648,0.071574155,0.000927649,0.502984198,0.000927651,0.000927647,0.000927652,0.000927653,0.361542638,0.054622522,0.000927647,0.000927646,0.000927646,0.000927649
0.000721503,0.129986615,0.000721503,0.000721502,0.000721503,0.263591835,0.01943608,0.000721503,0.579770437,0.000721502,0.000721507,0.000721502,0.000721503,0.000721505
0.000728864,0.000728867,0.000728863,0.000728865,0.000728865,0.051471086,0.000728864,0.000728865,0.899760951,0.000728865,0.030537501,0.010941811,0.000728867,0.000728864
0.002463056,0.002463066,0.002463065,0.002463072,0.002463072,0.81967997,0.002463069,0.150763264,0.002463068,0.002463056,0.00246306,0.002463061,0.002463062,0.002463058
0.039540078,0.48853663,0.008425787,0.000268531,0.00026853,0.016699148,0.050197397,0.038558363,0.356162888,0.000268529,0.000268529,0.000268529,0.000268532,0.00026853
0.001879701,0.032757404,0.0018797,0.001879704,0.001879703,0.619012478,0.001879701,0.001879702,0.327553381,0.001879702,0.001879709,0.0018797,0.001879714,0.0018797
0.003401362,0.003401365,0.408873618,0.052080002,0.003401374,0.003401396,0.003401366,0.003401378,0.003401367,0.39411235,0.003401417,0.003401362,0.00340138,0.110920263
0.02693608,0.880583382,0.045022187,0.015595935,0.000250628,0.000250628,0.000250628,0.000250628,0.011505121,0.004647563,0.000250627,0.000250627,0.000250628,0.013955339
0.001066103,0.178931044,0.001066104,0.001066105,0.001066102,0.189027281,0.30213686,0.143301675,0.06009686,0.001066101,0.117977467,0.001066098,0.0010661,0.001066101
0.000190477,0.531840709,0.000190477,0.034102189,0.007372539,0.000190477,0.024967507,0.000190477,0.354847329,0.000190478,0.009044639,0.00303469,0.000190477,0.033647534
0.001785725,0.001785716,0.00178572,0.001785716,0.165330116,0.12072976,0.001785724,0.282178539,0.00178573,0.001785715,0.271953759,0.001785743,0.001785719,0.143736317
0.005952381,0.005952381,0.005952381,0.005952382,0.005952436,0.005952391,0.005952413,0.005952381,0.005952384,0.005952381,0.131527464,0.79704386,0.005952382,0.005952382
0.118288978,0.001400581,0.123718077,0.001400569,0.186421657,0.07401363,0.001400572,0.001400569,0.001400573,0.001400569,0.151255797,0.001400563,0.001400571,0.335097294
0.001428575,0.001428573,0.001428573,0.001428574,0.001428574,0.001428575,0.001428573,0.001428573,0.001428603,0.001428574,0.001428578,0.001428573,0.981428506,0.001428575
0.002857143,0.002857144,0.002857143,0.002857143,0.002857147,0.002857144,0.002857143,0.002857156,0.002857144,0.002857144,0.962857118,0.002857145,0.002857144,0.002857143
0.027506692,0.156172533,0.072061487,0.000336929,0.111361363,0.036244468,0.089312058,0.000336929,0.000336929,0.125557584,0.000336929,0.000336927,0.000336928,0.379762244
0.000626568,0.00062657,0.000626568,0.00062657,0.19810414,0.73507448,0.059929123,0.00062657,0.00062657,0.000626568,0.00062657,0.000626568,0.000626569,0.000626568
0.954628218,0.001275517,0.001275512,0.001275512,0.001275513,0.001275511,0.030065635,0.001275516,0.00127551,0.001275511,0.00127551,0.001275512,0.001275512,0.001275511
0.005494522,0.005494514,0.091986306,0.087423318,0.005494543,0.00549454,0.005494543,0.268856737,0.005494518,0.00549452,0.005494516,0.143878423,0.00549451,0.358404493
0.041962933,0.006378188,0.000274728,0.000274727,0.346417059,0.029133213,0.018425332,0.154646969,0.000274726,0.013111452,0.000274726,0.000274727,0.000274726,0.388276492
0.002857145,0.002857146,0.002857147,0.002857148,0.002857144,0.962857019,0.002857149,0.002857157,0.002857185,0.002857145,0.002857158,0.002857143,0.002857156,0.002857157
0.002100843,0.002100844,0.002100851,0.002100841,0.628889486,0.345900338,0.002100864,0.002100851,0.002100848,0.002100851,0.002100848,0.002100848,0.002100844,0.002100843
0.006780601,0.522184487,0.00035894,0.045548831,0.00035894,0.000358939,0.000358939,0.00035894,0.042982043,0.00035894,0.006297442,0.000358938,0.373335078,0.00035894
0.001457728,0.001457731,0.001457733,0.001457731,0.001457736,0.001457736,0.547581581,0.00145774,0.00145776,0.001457729,0.222599126,0.001457726,0.001457728,0.213784214
0.001231532,0.001231533,0.001231533,0.001231536,0.06336847,0.161310995,0.048047099,0.547758579,0.001231534,0.001231531,0.112518877,0.057143719,0.001231531,0.001231531
0.001661132,0.001661136,0.268848204,0.001661135,0.001661135,0.00166113,0.064666394,0.109289499,0.001661131,0.448676906,0.00166113,0.001661134,0.001661134,0.0935688
0.000802575,0.861938885,0.000802571,0.000802571,0.000802569,0.000802569,0.00080257,0.000802569,0.000802569,0.000802569,0.000802568,0.000802569,0.128430274,0.000802571
0.003105593,0.003105612,0.0031056,0.003105602,0.003105594,0.003105611,0.003105595,0.003105594,0.003105596,0.608706997,0.003105591,0.229979689,0.003105598,0.127151728
0.001152076,0.00115208,0.207372801,0.186371025,0.001152081,0.001152083,0.172044813,0.001152081,0.001152082,0.001152077,0.001152077,0.422690567,0.001152077,0.001152081
0.112821826,0.000686817,0.000686818,0.1757373,0.000686815,0.000686816,0.164443964,0.303822423,0.000686816,0.166133789,0.013707805,0.05852518,0.000686815,0.000686816
0.025664835,0.001253144,0.001253137,0.001253136,0.194243804,0.001253136,0.646571688,0.00125314,0.080069767,0.001253137,0.042171666,0.001253133,0.001253137,0.001253138
0.002232145,0.002232155,0.579761036,0.002232146,0.002232144,0.002232147,0.036406538,0.00223215,0.002232146,0.321518479,0.002232143,0.002232145,0.002232161,0.039992465
0.122417472,0.003401363,0.003401367,0.003401361,0.003401371,0.003401378,0.177893035,0.003401365,0.003401367,0.003401372,0.003401394,0.662274429,0.003401362,0.003401363
0.809640124,0.173216966,0.001428575,0.00142858,0.001428576,0.001428576,0.001428579,0.001428578,0.001428573,0.001428573,0.001428571,0.001428575,0.001428575,0.001428578
0.001831508,0.001831508,0.001831509,0.107984819,0.284699621,0.001831507,0.379678616,0.001831511,0.001831517,0.001831509,0.001831504,0.20932184,0.001831519,0.001831511
0.00170068,0.001700681,0.00170068,0.00170068,0.001700683,0.001700687,0.001700682,0.001700682,0.00170069,0.001700681,0.977891133,0.001700681,0.001700681,0.001700681
0.302520456,0.001661133,0.001661139,0.001661133,0.001661138,0.001661137,0.162285626,0.24319174,0.001661133,0.244909208,0.001661134,0.001661131,0.032142757,0.001661135
0.086623152,0.000892861,0.451447498,0.01816059,0.125781203,0.084494471,0.000892861,0.000892861,0.168085423,0.000892859,0.00089286,0.000892858,0.059157636,0.000892867
0.001700681,0.001700682,0.001700686,0.001700683,0.001700684,0.97789108,0.001700681,0.001700684,0.001700714,0.001700685,0.001700688,0.00170068,0.001700685,0.001700687
0.084727259,0.005494573,0.005494506,0.005494519,0.005494523,0.005494533,0.005494507,0.068172839,0.091420275,0.005494506,0.005494548,0.609741568,0.005494514,0.09648733
0.03383717,0.71838087,0.032072137,0.000213859,0.000213859,0.016518222,0.074274062,0.000213859,0.000213859,0.005658374,0.000213858,0.000213858,0.068771291,0.049204721
0.033017079,0.001298709,0.001298708,0.001298708,0.001298712,0.00129871,0.325197351,0.221289581,0.308843792,0.001298704,0.001298711,0.070208309,0.031054216,0.001298711
0.31575326,0.003571432,0.00357143,0.00357143,0.003571436,0.003571449,0.003571451,0.00357143,0.003571435,0.003571431,0.003571487,0.641389468,0.003571431,0.003571431
0.001253134,0.001253135,0.092025535,0.001253134,0.200805499,0.693384468,0.001253136,0.001253138,0.001253144,0.001253134,0.001253137,0.001253134,0.001253135,0.001253137
0.043700299,0.002551025,0.056843689,0.002551024,0.002551037,0.002551021,0.002551026,0.002551048,0.002551021,0.655605261,0.002551021,0.002551021,0.002551023,0.218340485
0.001322758,0.118883138,0.001322755,0.089979062,0.001322754,0.00132276,0.516159084,0.001322761,0.001322757,0.001322755,0.001322752,0.001322762,0.001322753,0.26175115
0.399046618,0.148276133,0.000821027,0.035762392,0.117956793,0.000821027,0.019469842,0.143133544,0.000821022,0.000821027,0.000821031,0.000821018,0.000821025,0.130607499
0.204360271,0.000759884,0.513888082,0.043125888,0.000759881,0.000759883,0.024991374,0.000759883,0.083730723,0.055510148,0.000759883,0.000759879,0.000759884,0.069074337
0.11761643,0.001984134,0.001984131,0.001984128,0.858573963,0.001984134,0.001984132,0.001984131,0.001984151,0.001984129,0.00198414,0.001984127,0.001984133,0.001984137
0.001373629,0.389064258,0.026102865,0.001373628,0.001373628,0.001373627,0.406007018,0.025211547,0.001373629,0.001373628,0.001373627,0.141251656,0.001373628,0.001373631
0.00031056,0.00031056,0.00031056,0.075526298,0.000310562,0.040314856,0.055260861,0.000310561,0.077888596,0.00031056,0.04493049,0.00031056,0.392493655,0.311411321
0.001984128,0.001984128,0.001984129,0.001984127,0.066324994,0.001984128,0.001984128,0.001984129,0.001984129,0.001984127,0.909865471,0.001984128,0.001984127,0.001984127
0.001785722,0.001785722,0.099392337,0.001785728,0.68567488,0.001785729,0.001785722,0.001785723,0.001785745,0.00178572,0.00178573,0.195289787,0.001785733,0.001785723
0.176691983,0.001742168,0.001742166,0.001742164,0.367623806,0.00174217,0.001742168,0.001742174,0.436520373,0.001742164,0.001742166,0.00174217,0.001742163,0.001742164
0.000978475,0.000978476,0.000978477,0.070524295,0.000978483,0.000978476,0.000978478,0.000978482,0.313949838,0.039398284,0.000978474,0.000978474,0.46948598,0.097835307
0.000529102,0.000529104,0.042098912,0.266692314,0.000529103,0.000529105,0.167626341,0.033243232,0.000529103,0.047045316,0.000529102,0.000529105,0.047123467,0.392466693
0.001298704,0.728595943,0.027104931,0.00129871,0.001298705,0.001298711,0.065558345,0.001298703,0.082494452,0.001298703,0.001298701,0.001298702,0.084557977,0.001298713
0.001785731,0.001785723,0.001785718,0.001785721,0.00178572,0.098160293,0.633441373,0.082353172,0.031711578,0.001785721,0.001785718,0.138262089,0.001785724,0.001785719
0.000776402,0.041072319,0.000776402,0.0007764,0.0007764,0.000776401,0.000776403,0.020656837,0.929730433,0.000776398,0.000776398,0.0007764,0.000776406,0.000776401
0.001587305,0.001587311,0.001587308,0.03192006,0.001587308,0.839968722,0.030344609,0.001587304,0.081893542,0.001587305,0.001587305,0.001587303,0.001587309,0.001587308
0.00050302,0.458675979,0.00050302,0.000503019,0.00050302,0.115543633,0.000503022,0.000503019,0.000503019,0.048163142,0.000503019,0.000503018,0.00050302,0.372587048
0.001322754,0.245490402,0.001322753,0.001322756,0.54429472,0.17547069,0.001322757,0.001322757,0.001322763,0.001322756,0.021516618,0.001322761,0.001322753,0.001322761
0.001275512,0.10276291,0.001275521,0.001275517,0.629794925,0.001275517,0.017603933,0.237083064,0.001275517,0.001275512,0.001275517,0.001275512,0.001275519,0.001275524
0.001253136,0.897553511,0.001253143,0.00125314,0.001253141,0.0874088,0.00125315,0.00125316,0.001253141,0.001253138,0.001253133,0.001253134,0.001253138,0.001253134
0.002232143,0.002232144,0.002232143,0.002232144,0.361796655,0.002232146,0.002232143,0.002232144,0.002232154,0.13337397,0.002232149,0.480275772,0.002232145,0.002232147
0.002164504,0.00216451,0.002164542,0.043954021,0.002164506,0.002164512,0.532945852,0.399290495,0.002164506,0.002164518,0.002164504,0.002164513,0.00216451,0.002164509
0.003246756,0.00324676,0.003246763,0.003246755,0.141406996,0.003246758,0.003246776,0.003246777,0.003246761,0.003246802,0.003246767,0.57867715,0.244201425,0.003246755
0.006113273,0.663464954,0.000280114,0.000280114,0.000280113,0.263299681,0.064320959,0.000280113,0.000280115,0.000280113,0.000280113,0.000280112,0.000280113,0.000280114
0.007142857,0.007142864,0.108058942,0.007142859,0.21602465,0.007142861,0.00714286,0.007142885,0.007142878,0.007142857,0.007142957,0.597344805,0.007142868,0.007142857
0.002976191,0.002976191,0.002976192,0.00297619,0.002976194,0.002976192,0.002976191,0.002976195,0.002976193,0.002976191,0.877218737,0.002976191,0.002976192,0.087066959
0.000978477,0.000978476,0.000978479,0.000978476,0.000978476,0.475317883,0.000978476,0.000978475,0.126431513,0.000978476,0.000978476,0.000978474,0.387487367,0.000978476
0.075483058,0.001322761,0.180506789,0.622454322,0.00132276,0.001322753,0.083187576,0.001322755,0.001322757,0.026463449,0.001322752,0.001322752,0.001322757,0.00132276
0.000637761,0.174077284,0.000637757,0.718131919,0.000637758,0.000637759,0.000637758,0.000637759,0.100775449,0.000637757,0.000637764,0.000637756,0.000637759,0.000637759
0.001373627,0.001373636,0.001373642,0.001373628,0.001373636,0.001373636,0.001373628,0.027297628,0.02530109,0.00137363,0.93229133,0.001373629,0.001373628,0.001373632
0.325333766,0.214419741,0.00050302,0.000503027,0.308512357,0.011786253,0.113186765,0.000503022,0.000503023,0.00050302,0.000503021,0.000503018,0.000503022,0.022736946
0.003401364,0.003401368,0.003401361,0.003401361,0.003401368,0.003401362,0.069671674,0.003401365,0.003401361,0.003401361,0.889511968,0.003401363,0.003401361,0.003401365
0.001519757,0.001519763,0.001519758,0.001519758,0.001519758,0.001519792,0.001519775,0.858746523,0.123016297,0.001519757,0.001519763,0.001519757,0.001519775,0.001519767
0.0018797,0.0018797,0.001879704,0.0018797,0.001879717,0.0018797,0.0018797,0.001879705,0.001879704,0.001879699,0.713731177,0.263712394,0.0018797,0.001879699
0.000881836,0.029114394,0.132067706,0.000881839,0.000881838,0.000881837,0.040504669,0.287868937,0.47016854,0.033221049,0.000881836,0.000881836,0.00088184,0.000881844
0.021611459,0.001006045,0.001006039,0.284907398,0.001006039,0.001006042,0.00100604,0.157137318,0.075742993,0.001006038,0.001006037,0.001006037,0.451546474,0.001006041
