,0,1,2,3,4,5,6,7,8,9,10,11,12,13,label,
1164,,,,,0.759933846,,,,,,,,,,class5,0.4
1165,,,,,,,,,,,,,,,NoClass,0.4
1166,,,,,,,,,,,,0.447132739,,,class12,0.4
1167,,,,,,,,,,,,,,,NoClass,0.4
1168,0.836698799,,,,,,,,,,,,,,class1,0.4
1169,,,,,,,,,,,,,,0.495214143,class13,0.4
1170,,,,,0.976785509,,,,,,,,,,class5,0.4
1171,,,,,,,,,,,,,,,NoClass,0.4
1172,,,,,,,,,,,,,,,NoClass,0.4
1173,,,,,,,,,,,,,,,NoClass,0.4
1174,,,,,,,,,,,,,,,NoClass,0.4
1175,0.424794174,,,,,,,,,,,0.551396224,,,class1,0.4
1176,,,,,,,,,,,,,,0.760753334,class13,0.4
1177,0.408247114,,,,,,,,,,,,,,class1,0.4
1178,,,,,0.904075592,,,,,,,,,,class5,0.4
1179,,0.445639476,,,,,,,,,,,,,class2,0.4
1180,,,,,0.786856686,,,,,,,,,,class5,0.4
1181,,,,,,,0.787649474,,,,,,,,class7,0.4
1182,,0.546730871,,,,,,,,,,,,,class2,0.4
1183,,,,,,,,,,,,,,,NoClass,0.4
1184,,,,,,,,,,,0.554217428,,,,class11,0.4
1185,,,,,,,0.729619214,,,,,,,,class7,0.4
1186,,,,,,,,,,,,,,,NoClass,0.4
1187,,0.702528976,,,,,,,,,,,,,class2,0.4
1188,,,,,,,,,,,,,,,NoClass,0.4
1189,,,,,0.702570871,,,,,,,,,,class5,0.4
1190,,0.435042851,,,,,,,,,,,,,class2,0.4
1191,,,,,,,,,,,,,,,NoClass,0.4
1192,,,,,,,,,0.528008258,,,,,,class9,0.4
1193,,,,,0.898765568,,,,,,,,,,class5,0.4
1194,,,,,,,,,0.586540124,,,,,,class9,0.4
1195,,,,,,,,,0.546424082,,,,,,class9,0.4
1196,,,,,,,,,,,,,,,NoClass,0.4
1197,,,0.4628403,,,,,,,,,,,,class3,0.4
1198,,,,,0.862416801,,,,,,,,,,class5,0.4
1199,,,,,0.822770554,,,,,,,,,,class5,0.4
1200,,,,,,,,,,,,,,,NoClass,0.4
1201,,,,,0.744189679,,,,,,,,,,class5,0.4
1202,,,,,,,,,,,,,,,NoClass,0.4
1203,,,,,,,,0.692430797,,,,,,,class8,0.4
1204,,,,,,,0.843827479,,,,,,,,class7,0.4
1205,,0.538982286,,,,,,,,,,,,,class2,0.4
1206,,,,,,,,,,,0.607460892,,,,class11,0.4
1207,,,,,,,,,,,,,,,NoClass,0.4
1208,,,,,,,,,,,,,,,NoClass,0.4
1209,,,,,,,,,,,,,,0.439127339,class13,0.4
1210,,,,,,,,,,,,,,,NoClass,0.4
1211,,,,,,,,,,,,,,,NoClass,0.4
1212,,,,,0.926201396,,,,,,,,,,class5,0.4
1213,0.640731166,,,,,,,,,,,,,,class1,0.4
1214,,,,,,,,,,,,,,,NoClass,0.4
1215,,,,,,,,,,,,,,,NoClass,0.4
1216,,,,,,,,,,,,,,,NoClass,0.4
1217,,,,,,,,,,,,,,0.89819454,class13,0.4
1218,,0.410597382,,,,,,,,,,,,,class2,0.4
1219,,,,,,,,,,,,,,,NoClass,0.4
1220,,,,,,,,0.973526821,,,,,,,class8,0.4
1221,,,,,,,,,,,,0.599426635,,,class12,0.4
1222,,,,,,,,,,,,,0.667194272,,class13,0.4
1223,,,,,,,0.503652127,,,,,,,,class7,0.4
1224,,,,,0.922076862,,,,,,,,,,class5,0.4
1225,,,,,,,,,,,,,,,NoClass,0.4
1226,,,,,,,0.778646935,,,,,,,,class7,0.4
1227,,,,,,,,,,,,,,,NoClass,0.4
1228,,,,,,,,,,,,,,,NoClass,0.4
1229,,,,,,,,,0.619762565,,,,,,class9,0.4
1230,,,,0.722498029,,,,,,,,,,,class4,0.4
1231,,,,,,,0.660938234,,,,,,,,class7,0.4
1232,,,,,,,,,,,,,,,NoClass,0.4
1233,,,,,,,,,,0.597912784,,,,,class10,0.4
1234,,,,,,,0.938095071,,,,,,,,class7,0.4
1235,,,,,,0.7534846,,,,,,,,,class6,0.4
1236,,,,,,,,,0.594266418,,,,,,class9,0.4
1237,,,,,0.643706649,,,,,,,,,,class5,0.4
1238,,,,,,,,,,,,,,,NoClass,0.4
1239,0.769886094,,,,,,,,,,,,,,class1,0.4
1240,,,,,0.500375111,,,,,,,,,,class5,0.4
1241,,,,,,,0.957630219,,,,,,,,class7,0.4
1242,0.495822534,,,,,,,,,,,0.435576067,,,class1,0.4
1243,0.833904786,,,,,,,,,,,,,,class1,0.4
1244,,,,,,,,,,,,,,,NoClass,0.4
1245,,,,,,,,,,,,,,,NoClass,0.4
1246,,,,,0.970046057,,,,,,,,,,class5,0.4
1247,,0.540829444,,,,,,,,,,,,,class2,0.4
1248,,,,,,,,,,,0.509444769,,,,class11,0.4
1249,,,,,,,,,,,,0.562003893,,,class12,0.4
1250,,,,,,,,,0.409728822,,,,,,class9,0.4
1251,,,,,,,0.50202555,,,,,,,,class7,0.4
1252,,,,,,,0.477703423,,,,,,,,class7,0.4
1253,0.626564009,,,,,,,,,,,,,,class1,0.4
1254,,,,,,,,,,,,0.476878657,,,class12,0.4
1255,0.597920466,,,,,,,,,,,,,,class1,0.4
1256,0.732878847,,,,,,,,,,,,,,class1,0.4
1257,,,,,0.465150241,,,,,,,,,,class5,0.4
1258,,,,,,,,,0.861422316,,,,,,class9,0.4
1259,,,,,,,0.720624831,,,,,,,,class7,0.4
1260,,,,,,,0.965881634,,,,,,,,class7,0.4
1261,,,,,,,,,,,,,0.485664307,,class13,0.4
1262,,,,,0.904368252,,,,,,,,,,class5,0.4
1263,,,,,,,,,,,,0.886049441,,,class12,0.4
1264,,,,,,,,,,,,,,0.465598529,class13,0.4
1265,,,,,,,,,,,,,,,NoClass,0.4
1266,,,,,,,0.422755852,,,,,,,,class7,0.4
1267,0.576039175,,,,,,,,,,,,,,class1,0.4
1268,,,,,,,,,,,,,,,NoClass,0.4
1269,,,,,,,0.461952525,,,,,,,,class7,0.4
1270,,,,,,,0.781124049,,,,,,,,class7,0.4
1271,,,,,0.877210357,,,,,,,,,,class5,0.4
1272,0.841734823,,,,,,,,,,,,,,class1,0.4
1273,,,,,0.977891148,,,,,,,,,,class5,0.4
1274,,,,,0.824677446,,,,,,,,,,class5,0.4
1275,,,,,,,,,,,,,,0.677987076,class13,0.4
1276,,,,,,,0.899851491,,,,,,,,class7,0.4
1277,,,,,,,,,,,,,,0.46641493,class13,0.4
1278,,,0.656820723,,,,,,,,,,,,class3,0.4
1279,,,,,,,,,,,,0.930261357,,,class12,0.4
1280,,,,0.811249935,,,,,,,,,,,class4,0.4
1281,,,,,,,0.66550061,,,,,,,,class7,0.4
1282,,,,,,,,,,,0.940360525,,,,class11,0.4
1283,0.724412882,,,,,,,,,,,,,,class1,0.4
1284,,,,,0.873057945,,,,,,,,,,class5,0.4
1285,0.509356828,,,,,,,,,,,,,,class1,0.4
1286,,,,,,,,,0.455032945,,,,,,class9,0.4
1287,,,,,,,,,,,,,,0.564072458,class13,0.4
1288,,,,,,,,,,,,,,0.66030052,class13,0.4
1289,,,,,,,0.414142575,,,,,,,,class7,0.4
1290,,,,,,,,,,,,,,,NoClass,0.4
1291,,,,,0.843443376,,,,,,,,,,class5,0.4
1292,,,,,0.890634966,,,,,,,,,,class5,0.4
1293,,,,,,,,,,,,,,0.784416769,class13,0.4
1294,0.702580929,,,,,,,,,,,,,,class1,0.4
1295,0.658500884,,,,,,,,,,,,,,class1,0.4
1296,,,,,,,,,,0.600815067,,,,,class10,0.4
1297,,,,,0.862878763,,,,,,,,,,class5,0.4
1298,,,,,,,,,,,,0.444722429,,,class12,0.4
1299,,,,,,,,,,,,,0.529825383,,class13,0.4
1300,0.915584299,,,,,,,,,,,,,,class1,0.4
1301,,,,,,,0.617920998,,,,,,,,class7,0.4
1302,,,,,,,,,,,,,,0.774070767,class13,0.4
1303,,,,,,,,,0.426575467,,,,,,class9,0.4
1304,,,,,0.523815131,,,,,,,,,,class5,0.4
1305,,,,,,,0.774988741,,,,,,,,class7,0.4
1306,,,,,0.524879284,,,,,,,,,0.445564022,class5,0.4
1307,,,,,,,,,0.736161145,,,,,,class9,0.4
1308,,,,,,,,,,,,,0.421037748,,class13,0.4
1309,,,,,,,,,,,,,,,NoClass,0.4
1310,,,,,,,,,,,,,,,NoClass,0.4
1311,0.603992259,,,,,,,,,,,,,,class1,0.4
1312,,,,,,,,,,,,,,0.811352013,class13,0.4
1313,,,,,,,,,,,,,,,NoClass,0.4
1314,,,,,,,0.455718129,,,,,,,,class7,0.4
1315,,,0.770825117,,,,,,,,,,,,class3,0.4
1316,,,,,,,,,,0.868381171,,,,,class10,0.4
1317,,,,0.521226786,,,,,,,,,,,class4,0.4
1318,,,,,,,,,,,0.543169763,,,,class11,0.4
1319,,,,,,,,,,,,0.638076696,,,class12,0.4
1320,,,0.583575976,,,,,,,,,,,,class3,0.4
1321,,,,,,,0.694842155,,,,,,,,class7,0.4
1322,,,,,,,,,,,,,,,NoClass,0.4
1323,,,,,,,0.578728038,,,,,,,,class7,0.4
1324,,,,,,,,,,,,0.535380657,,,class12,0.4
1325,,,,,,,,,,,,,,,NoClass,0.4
1326,,,0.613572399,,,,,,,,,,,,class3,0.4
1327,,,,,,,,,,,,,,,NoClass,0.4
1328,0.522460126,,,,,,0.455561784,,,,,,,,class1,0.4
1329,,,0.406149592,,,,,,,,,0.571293942,,,class3,0.4
1330,,,,,,,,,,,,,,,NoClass,0.4
1331,,,,,,,,,,,0.745926469,,,,class11,0.4
1332,,,,,,,,,,,,,0.586899103,,class13,0.4
1333,0.92261896,,,,,,,,,,,,,,class1,0.4
1334,0.481507437,,,,,,,,,,,,,,class1,0.4
1335,,,,,0.854497535,,,,,,,,,,class5,0.4
1336,0.90011567,,,,,,,,,,,,,,class1,0.4
1337,,,,,,,,,,,,,,,NoClass,0.4
1338,,,,,,,,,,,0.470452465,,,,class11,0.4
1339,,,,,,,0.704420368,,,,,,,,class7,0.4
1340,,,,,,,,,,,,,,,NoClass,0.4
1341,,,,,,0.644448391,,,,,,,,,class6,0.4
1342,0.59039256,,,,,,,,,,,,,,class1,0.4
1343,,,,,0.78112473,,,,,,,,,,class5,0.4
1344,,,,,,,,,0.86473513,,,,,,class9,0.4
1345,,,,,,,,,,,,,,,NoClass,0.4
1346,,,,,,,,,,,,,,,NoClass,0.4
1347,,,,,,,,,,,,,,,NoClass,0.4
1348,,,,,,,,,0.407173333,,,,,,class9,0.4
1349,,,,0.433737096,,,,,,,,,,,class4,0.4
1350,,,,,0.899470653,,,,,,,,,,class5,0.4
1351,0.457811756,,,,,,,,,,,,,,class1,0.4
1352,,0.714483763,,,,,,,,,,,,,class2,0.4
1353,,,,,,,,,,,,,,0.886308797,class13,0.4
1354,,,,,,,0.717524153,,,,,,,,class7,0.4
1355,,,,,,,,,,,,,,,NoClass,0.4
1356,,,0.581378276,,,,,,,,,,,,class3,0.4
1357,,,0.719994868,,,,,,,,,,,,class3,0.4
1358,,,,,,,,,,,,0.91252327,,,class12,0.4
1359,,,,,,,,,,,,,,,NoClass,0.4
1360,,0.499399132,,,,,,,,,,,,,class2,0.4
1361,0.769240518,,,,,,,,,,,,,,class1,0.4
1362,,,,,,,,,,,,,,,NoClass,0.4
1363,,,,,,,0.471765746,,,,,,,,class7,0.4
1364,,,,,,,0.501943719,,,,,,,,class7,0.4
1365,,,,,0.836959661,,,,,,,,,,class5,0.4
1366,,,,,,,0.679841099,,,,,,,,class7,0.4
1367,,,,,,,,,,,,,,,NoClass,0.4
1368,,,,,,,,,,,,,,,NoClass,0.4
1369,,,,,,,,,,,0.415686099,,,,class11,0.4
1370,0.704869803,,,,,,,,,,,,,,class1,0.4
1371,,,,,,,,,,0.46256318,,,,,class10,0.4
1372,,,,,,,,,,,,,,,NoClass,0.4
1373,0.427056165,,,,,,,,,,,,,,class1,0.4
1374,,,,,,,,,,,,,,,NoClass,0.4
1375,,,,,,,,,0.545337219,,,,,,class9,0.4
1376,,,,,,,,,,,,0.502528971,,,class12,0.4
1377,,,,,,,0.488927704,,,,,,,,class7,0.4
1378,,,,0.488823041,,,,,,,,,,,class4,0.4
1379,,,,,,0.965608383,,,,,,,,,class6,0.4
1380,,0.474934735,,,,,,,,,,,,,class2,0.4
1381,,,,0.780542312,,,,,,,,,,,class4,0.4
1382,,0.486328303,,0.493738056,,,,,,,,,,,class2,0.4
1383,,,,,,,0.413309713,,,,,,,,class7,0.4
1384,,,,,,0.614239876,,,,,,,,,class6,0.4
1385,,,,,0.88244881,,,,,,,,,,class5,0.4
1386,,,,,,,,,,,,,,,NoClass,0.4
1387,,,,,,0.431944609,,,,,,,,,class6,0.4
1388,,,0.485255532,,,,,,,,,,,,class3,0.4
1389,,,,,,,,,,,,0.478405059,,,class12,0.4
1390,,,,,0.759286327,,,,,,,,,,class5,0.4
1391,,,,,,,,,,,0.703736192,,,,class11,0.4
1392,0.971861414,,,,,,,,,,,,,,class1,0.4
1393,,,,,,,,,,,,,,,NoClass,0.4
1394,,,0.650738628,,,,,,,,,,,,class3,0.4
1395,,,,,,,,,,,,0.4768487,,,class12,0.4
1396,,,,,,,,,,,,,,,NoClass,0.4
1397,,,,,,,,,,,,0.440304181,,,class12,0.4
1398,,0.445418667,0.471365464,,,,,,,,,,,,class2,0.4
1399,,,,,,,,,,,,0.633438521,,,class12,0.4
1400,,,,0.616431396,,,,,,,,,,,class4,0.4
1401,,,,,0.985930722,,,,,,,,,,class5,0.4
1402,,,,,,,,,,,,,,,NoClass,0.4
1403,0.552018729,,,,,,,,,,,,,,class1,0.4
1404,,,,0.599945787,,,,,,,,,,,class4,0.4
1405,,,,,,,0.470426946,,,,,,0.401914437,,class7,0.4
1406,,,,0.496000933,,,,,,,,,,,class4,0.4
1407,,,,,,,,,,,0.428597969,,,,class11,0.4
1408,,,,,,,,,,,,,,,NoClass,0.4
1409,,,,,,,,,,,,,0.492483821,,class13,0.4
1410,,,0.636133814,,,,,,,,,,,,class3,0.4
1411,,0.410412953,,,,,,,,,,,,,class2,0.4
1412,,,,,,,,,,,,,,,NoClass,0.4
1413,,,,,,,,,,,,,,,NoClass,0.4
1414,,,,,,,,,,,,,,,NoClass,0.4
1415,,,,,,,0.498429745,,,,,,,,class7,0.4
1416,,,,,,,0.594153238,,,,,,,,class7,0.4
1417,,,,,,,,,,,0.471604005,,,,class11,0.4
1418,,,,,,,,,,,,,,,NoClass,0.4
1419,0.915584312,,,,,,,,,,,,,,class1,0.4
1420,,,,,,,0.705955049,,,,,,,,class7,0.4
1421,,,,,,,,,,0.401509108,,,,,class10,0.4
1422,,,,,,,,,,,,0.537263224,,,class12,0.4
1423,,0.452087415,,,,,,,,,,,,,class2,0.4
1424,,,,,0.937519634,,,,,,,,,,class5,0.4
1425,0.710472266,,,,,,,,,,,,,,class1,0.4
1426,,,,,,,,,,,,,,,NoClass,0.4
1427,,,0.491288072,,,,,,,,,,,,class3,0.4
1428,,,,,,,,,,,0.720656952,,,,class11,0.4
1429,,,,,0.83015457,,,,,,,,,,class5,0.4
1430,,,,,,,,,,,,,,,NoClass,0.4
1431,,,,,0.917896777,,,,,,,,,,class5,0.4
1432,,,,0.450839924,,,,,,,,,,,class4,0.4
1433,,,,,,,0.548019825,,,,,,,,class7,0.4
1434,,,,,,,,,,,,,,,NoClass,0.4
1435,,0.837984491,,,,,,,,,,,,,class2,0.4
1436,,,,,,,,,,,,,,,NoClass,0.4
1437,,,,,,0.787943163,,,,,,,,,class6,0.4
1438,,,,,,,,,0.409937181,,,,,,class9,0.4
1439,,,,,,,,0.456673259,,,,,,,class8,0.4
1440,,,,,,,,,,,,,,0.677342123,class13,0.4
1441,,,,,,,,0.743464282,,,,,,,class8,0.4
1442,,,,,,,0.724404952,,,,,,,,class7,0.4
1443,,,,,,,,,,,,,,0.572224801,class13,0.4
1444,,,0.502091728,,,,,,,,,,,,class3,0.4
1445,0.938705563,,,,,,,,,,,,,,class1,0.4
1446,,,,,0.87812486,,,,,,,,,,class5,0.4
1447,,,,,,,,,,0.435326127,,,,,class10,0.4
1448,,,,,,,,,,0.425901609,,,,,class10,0.4
1449,,,,,,,,,,,,,,0.529949296,class13,0.4
1450,0.764344105,,,,,,,,,,,,,,class1,0.4
1451,,,,,,,0.448853143,,,,,,,,class7,0.4
1452,,,,,0.881365105,,,,,,,,,,class5,0.4
1453,,,,,0.762719915,,,,,,,,,,class5,0.4
1454,,,,,0.978405309,,,,,,,,,,class5,0.4
1455,0.84728295,,,,,,,,,,,,,,class1,0.4
1456,,,,,,,0.662223229,,,,,,,,class7,0.4
1457,0.928571351,,,,,,,,,,,,,,class1,0.4
1458,,,,,,,0.458944906,,,,,,,,class7,0.4
1459,,,,,0.83956621,,,,,,,,,,class5,0.4
1460,,,,,,,,,0.8244779,,,,,,class9,0.4
1461,,,,,,,,,,,,,0.426980136,,class13,0.4
1462,0.581893433,,,,,,,,,,,,,,class1,0.4
1463,,,0.441890754,,,,,,,,,,,,class3,0.4
1464,0.655164941,,,,,,,,,,,,,,class1,0.4
1465,,,,,,,,,,,,,,,NoClass,0.4
1466,,,,,,,,,0.501179312,,,,,,class9,0.4
1467,,,,,0.895029478,,,,,,,,,,class5,0.4
1468,,,,0.442598199,,,,,,,,,,,class4,0.4
1469,0.434989684,,,,,,,,,,,,,0.424680816,class1,0.4
1470,,,,,,,,,,,,,,,NoClass,0.4
1471,,,,,,,,,0.498076862,,,,,,class9,0.4
1472,,,,,,,0.768101372,,,,,,,,class7,0.4
1473,,,,,0.875485879,,,,,,,,,,class5,0.4
1474,,,,,0.886682786,,,,,,,,,,class5,0.4
1475,,,,0.450456103,,,,,,,,,,,class4,0.4
1476,,,,,,,,,,,,0.619750247,,,class12,0.4
1477,,,,,,,0.618113606,,,,,,,,class7,0.4
1478,,,,,,0.743015941,,,,,,,,,class6,0.4
1479,,,,,,,,,,,,,,,NoClass,0.4
1480,0.85760483,,,,,,,,,,,,,,class1,0.4
1481,,,,,,,,,,,,0.445171688,,,class12,0.4
1482,,,,,,,,,,,,,,,NoClass,0.4
1483,,,,,,,,,,,,0.735762161,,,class12,0.4
1484,,,,,,,,,0.415627886,,,,,,class9,0.4
1485,,,,,,,,,,0.634287456,,,,,class10,0.4
1486,,,,,,,,,,,,,,0.978896032,class13,0.4
1487,,,,,,,,,,,0.501523299,,,,class11,0.4
1488,,,,,,,,,,,,0.439808451,,,class12,0.4
1489,,,,,,,0.945378049,,,,,,,,class7,0.4
1490,,,,,,,,,,,,,,0.911497983,class13,0.4
1491,,0.514428828,,,,,,,,,,,,,class2,0.4
1492,,,,,,,,,,,,,,,NoClass,0.4
1493,,,,,,,0.456649512,,,,,,,,class7,0.4
1494,,,,,,,,,0.62988573,,,,,,class9,0.4
1495,0.633592902,,,,,,,,,,,,,,class1,0.4
1496,,,,,,,,,,,,,,0.676178789,class13,0.4
1497,,,,,,,0.696524704,,,,,,,,class7,0.4
1498,,,,,,,0.544928787,,,,,,,,class7,0.4
1499,,,,,,,,,,,0.478878843,,,,class11,0.4
1500,,,,,,,,,,,,0.777983143,,,class12,0.4
1501,,,,,,,0.505242244,,,,,,,,class7,0.4
1502,,0.76502366,,,,,,,,,,,,,class2,0.4
1503,0.720670424,,,,,,,,,,,,,,class1,0.4
1504,,,,,,,,,,,,,,,NoClass,0.4
1505,,0.587602838,,,,,,,,,,,,,class2,0.4
1506,,,,,0.931553371,,,,,,,,,,class5,0.4
1507,,,,,,,,,0.739149269,,,,,,class9,0.4
1508,,,,,,,,,,,,,,,NoClass,0.4
1509,0.596767517,,,,,,,,,,,,,,class1,0.4
1510,,,,,,,,,,,,,,,NoClass,0.4
1511,,,,,,,,,,,,,,,NoClass,0.4
1512,,,,0.865407745,,,,,,,,,,,class4,0.4
1513,,,,,,0.41661202,,,,,,,,,class6,0.4
1514,,,,,,,,,,,,,,,NoClass,0.4
1515,,,,,,,0.705825399,,,,,,,,class7,0.4
1516,,,,,,0.422753153,,,,,,,,,class6,0.4
1517,,,,,,,,,,,,,,0.425974074,class13,0.4
1518,,,,,,,,,,,,,,0.97004601,class13,0.4
1519,,,,,,,,,,,,,,,NoClass,0.4
1520,,,0.548205902,,,,,,,,,,,,class3,0.4
1521,,,,,,,,,0.431598649,,,,,,class9,0.4
1522,0.535428711,,,,,,,,,,,,,,class1,0.4
1523,,,,,,,,,,,,,,,NoClass,0.4
1524,,,,,,,,,,,,0.879319845,,,class12,0.4
1525,,,,,,,0.606708902,,,,,,,,class7,0.4
1526,,,,,,,,,,,0.60378511,,,,class11,0.4
1527,,,,,0.867847893,,,,,,,,,,class5,0.4
1528,,,,,,,,,,,,,,,NoClass,0.4
1529,,0.427379622,,,,,,,,,,,,,class2,0.4
1530,,,,,,,,,,,0.595983638,,,,class11,0.4
1531,,,,,,,,,,,,,,0.766201503,class13,0.4
1532,,,,,,,,,,,,,,0.969047559,class13,0.4
1533,,,,,0.933108866,,,,,,,,,,class5,0.4
1534,,,,,0.838269997,,,,,,,,,,class5,0.4
1535,,,,,,0.563068403,,,,,,,,,class6,0.4
1536,,,,,,,,,,,,,,0.934667185,class13,0.4
1537,,,,,,,,,,,0.499220508,,,,class11,0.4
1538,,,,,,,,,,,,,,,NoClass,0.4
1539,,,,,0.841467472,,,,,,,,,,class5,0.4
1540,,,,,0.91234027,,,,,,,,,,class5,0.4
1541,,,,,0.699179279,,,,,,,,,,class5,0.4
1542,,,,,,0.649644716,,,,,,,,,class6,0.4
1543,,,,,,,,,,,,,0.486049107,,class13,0.4
1544,,,,,,,,,,,,,,,NoClass,0.4
1545,,,,,,,,,,,,,,0.978405228,class13,0.4
1546,0.846961983,,,,,,,,,,,,,,class1,0.4
1547,0.580329544,,,,,,,,,,,,,,class1,0.4
1548,,,,,,,0.659240125,,,,,,,,class7,0.4
1549,,,,,,,,,,,,,,,NoClass,0.4
1550,,,,,,,,,,,0.754678175,,,,class11,0.4
1551,,,0.615588567,,,,,,,,,,,,class3,0.4
1552,,,,,,,,,,,,,,,NoClass,0.4
1553,0.716735974,,,,,,,,,,,,,,class1,0.4
1554,,,,,,,0.939930216,,,,,,,,class7,0.4
1555,,,,,,,,,,,0.71840122,,,,class11,0.4
1556,,,,,,,,,,,,0.666307649,,,class12,0.4
1557,,,,,,,0.482879544,,,,,,,,class7,0.4
1558,,,0.662599235,,,,,,,,,,,,class3,0.4
1559,,,,,0.671900291,,,,,,,,,,class5,0.4
1560,,0.523451231,,,,,,,,,,,,,class2,0.4
1561,,,,,,,,,,,,,,0.978405233,class13,0.4
1562,,,,,,,,,,,0.877939876,,,,class11,0.4
1563,,,,,,,,,,,,,,,NoClass,0.4
1564,,,,,,,0.720382104,,,,,,,,class7,0.4
1565,,,,,0.891772646,,,,,,,,,,class5,0.4
1566,,,,,,,,,,,,,,,NoClass,0.4
1567,,,,,,,,,,,,,,,NoClass,0.4
1568,,,,,,,,,,,,,,,NoClass,0.4
1569,,,,,,,,,0.910578934,,,,,,class9,0.4
1570,0.419927395,,,,,,0.556263038,,,,,,,,class1,0.4
1571,,,,,0.518353485,,,,,,,,,,class5,0.4
1572,,,,,,,,,,,,,,0.541682436,class13,0.4
1573,,,,,0.8521152,,,,,,,,,,class5,0.4
1574,,,,,,,,,,,,,,0.903048111,class13,0.4
1575,0.925581518,,,,,,,,,,,,,,class1,0.4
1576,0.690166944,,,,,,,,,,,,,,class1,0.4
1577,,,,,,,,,0.771942851,,,,,,class9,0.4
1578,,0.582391102,,,,,,,,,,,,,class2,0.4
1579,,,,,,,,,,,,,,,NoClass,0.4
1580,,,,,0.91903001,,,,,,,,,,class5,0.4
1581,,,,,,,0.442445339,,,,,,,,class7,0.4
1582,,,,,,,0.825452333,,,,,,,,class7,0.4
1583,,,,,,,0.716029007,,,,,,,,class7,0.4
1584,0.983990112,,,,,,,,,,,,,,class1,0.4
1585,,,,,,,,,,,,,,,NoClass,0.4
1586,,,,,,,,,0.462463676,,,0.432543564,,,class9,0.4
1587,,,,,,,,,,,,,,,NoClass,0.4
1588,,,,,,,,,,,,,,,NoClass,0.4
1589,,,,,,,,,0.58781379,,,,,,class9,0.4
1590,,,,,,,,,,,,,0.620325138,,class13,0.4
1591,0.446152951,,,,,,0.438107515,,,,,,,,class1,0.4
1592,,,,,0.749415646,,,,,,,,,,class5,0.4
1593,,,,,0.848681516,,,,,,,,,,class5,0.4
1594,,,,,,,,,,,,,0.726253793,,class13,0.4
1595,,,,,0.883564763,,,,,,,,,,class5,0.4
1596,,,,,0.817316546,,,,,,,,,,class5,0.4
1597,,,,,,,,,,,,,,,NoClass,0.4
1598,,,,,0.805998785,,,,,,,,,,class5,0.4
1599,,,,,0.491033479,,,,,,,,,,class5,0.4
1600,,,0.409343726,,,,,,,,,,,,class3,0.4
1601,,,,,,,0.723297481,,,,,,,,class7,0.4
1602,,,,0.448697278,,,,,,,,,,,class4,0.4
1603,,,,,,,0.635501986,,,,,,,,class7,0.4
1604,,,0.445315027,,,,,,,,,,,,class3,0.4
1605,,,,,,,,,0.507637793,,,,,,class9,0.4
1606,,,,,,,,,,,,,,,NoClass,0.4
1607,,,,,,,,,,,,,,0.918428439,class13,0.4
1608,,,,,,,,,,,,,,0.694652979,class13,0.4
1609,,,,,,,,,,,,,,0.901468419,class13,0.4
1610,,0.725505422,,,,,,,,,,,,,class2,0.4
1611,,,,,,,,,0.433638021,,,,,,class9,0.4
1612,0.629838371,,,,,,,,,,,,,,class1,0.4
1613,,,,,,,,,,,0.413791763,,,,class11,0.4
1614,,,,,,,0.495464662,,,,,,,,class7,0.4
1615,,,0.454102264,,,,,,,,,,,,class3,0.4
1616,,,,,0.939847117,,,,,,,,,,class5,0.4
1617,,,,,,,0.618836839,,,,,,,,class7,0.4
1618,0.972688993,,,,,,,,,,,,,,class1,0.4
1619,,,,,,,,,,,,,,,NoClass,0.4
1620,,0.404020834,0.425026485,,,,,,,,,,,,class2,0.4
1621,,,0.924208807,,,,,,,,,,,,class3,0.4
1622,,,,,0.87919837,,,,,,,,,,class5,0.4
1623,0.790598343,,,,,,,,,,,,,,class1,0.4
1624,,,,,,,,,,,,,,,NoClass,0.4
1625,0.569515954,,,,,,,,,,,,,,class1,0.4
1626,,,,,,,0.560858624,,,,,,,,class7,0.4
1627,,0.524565998,,,,,,,,,,,,,class2,0.4
1628,,,,,0.969047612,,,,,,,,,,class5,0.4
1629,,,,,,,,,,,,,,,NoClass,0.4
1630,,,,,,,,,,,,,,0.49024165,class13,0.4
1631,,,,,0.920986741,,,,,,,,,,class5,0.4
1632,,,,,,,,,,,,,,,NoClass,0.4
1633,,,,,,,,,,,0.472294916,,,,class11,0.4
1634,,,,,,,,,,,,,,,NoClass,0.4
1635,,,,,,,0.693549132,,,,,,,,class7,0.4
1636,0.687019898,,,,,,,,,,,,,,class1,0.4
1637,,,,,,,,,,,,,,0.500899972,class13,0.4
1638,,,,,,,,,,,,,,,NoClass,0.4
1639,,,,,,0.546487647,,,,,,,,,class6,0.4
1640,,,,,,,,,,,,0.620589046,,,class12,0.4
1641,,,,,,,0.563866087,,,,,,,,class7,0.4
1642,,0.464068167,,,,,,,,,,,,,class2,0.4
1643,,0.551738824,,,,,,,,,,,,,class2,0.4
1644,,,,,0.742236042,,,,,,,,,,class5,0.4
1645,,,,0.412744854,,,,,0.468815619,,,,,,class4,0.4
1646,,,,,,,,,,,,,,,NoClass,0.4
1647,0.909456781,,,,,,,,,,,,,,class1,0.4
1648,,,,0.555012086,,,,,,,,,,,class4,0.4
1649,,,,,,,,,,,,0.622766844,,,class12,0.4
1650,,,,,,,,,,,,,,,NoClass,0.4
1651,,,,,,,,,0.544917668,,,,,,class9,0.4
1652,,,,,,,0.413208066,,,,,,,,class7,0.4
