0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.00166667,0.001666669,0.001666671,0.001666667,0.054221543,0.00166667,0.00166667,0.001666669,0.001666668,0.001666668,0.001666668,0.924111755,0.001666671,0.001666669,0.001666671
0.420481463,0.001626019,0.00162602,0.00162602,0.001626018,0.200579554,0.001626018,0.001626018,0.001626021,0.001626017,0.001626024,0.246503219,0.001626019,0.089338197,0.026837372
0.178749635,0.000913244,0.000913243,0.000913242,0.000913244,0.000913243,0.479494485,0.152358535,0.000913243,0.000913243,0.000913243,0.129474012,0.000913242,0.000913244,0.050790903
0.000493828,0.12331632,0.295238588,0.000493828,0.352298576,0.00049383,0.000493828,0.214990273,0.000493829,0.000493828,0.000493832,0.000493828,0.000493828,0.000493828,0.009217957
0.153109087,0.119420183,0.001212122,0.10138149,0.169950439,0.064734733,0.001212123,0.001212122,0.15355709,0.001212124,0.001212121,0.001212123,0.001212121,0.228150001,0.001212121
0.001666671,0.046722246,0.549573755,0.001666671,0.00166667,0.261757223,0.123613405,0.001666669,0.001666669,0.00166667,0.00166667,0.001666672,0.001666668,0.001666674,0.001666669
0.82742207,0.00072464,0.060027077,0.000724639,0.000724644,0.000724638,0.10385518,0.00072464,0.000724638,0.000724638,0.000724638,0.000724639,0.000724638,0.00072464,0.00072464
0.387875213,0.486431174,0.001481483,0.001481483,0.001481483,0.001481483,0.001481483,0.001481485,0.107915808,0.001481486,0.001481482,0.001481485,0.001481483,0.001481485,0.001481483
0.000469485,0.226824696,0.000469484,0.013411791,0.722446874,0.032152312,0.000469484,0.000469484,0.000469485,0.000469484,0.000469484,0.000469486,0.000469484,0.000469484,0.000469484
0.186943295,0.134180519,0.00123457,0.001234569,0.001234571,0.00123457,0.001234569,0.001234569,0.001234572,0.00123457,0.001234573,0.664061346,0.001234568,0.001234569,0.001234569
0.064023248,0.001190478,0.001190479,0.001190477,0.001190478,0.020291948,0.037565363,0.001190477,0.213809194,0.001190477,0.001190478,0.248656063,0.062326542,0.34380382,0.001190477
0.001169593,0.001169592,0.001169593,0.001169593,0.001169592,0.001169593,0.001169594,0.001169591,0.983625707,0.001169593,0.001169591,0.001169594,0.001169591,0.001169592,0.001169592
0.04575206,0.002083335,0.002083334,0.002083334,0.002083333,0.002083333,0.002083335,0.002083334,0.002083333,0.002083333,0.805775664,0.123472269,0.002083335,0.002083335,0.002083333
0.002020203,0.002020204,0.380778681,0.002020203,0.002020204,0.483854961,0.072438378,0.002020203,0.002020203,0.002020203,0.002020203,0.002020205,0.002020202,0.040705741,0.002020207
0.003030304,0.003030304,0.003030306,0.003030303,0.003030303,0.003030305,0.003030304,0.003030303,0.003030304,0.003030306,0.957575738,0.003030305,0.003030304,0.003030306,0.003030303
0.056760637,0.010785053,0.000261438,0.000261439,0.000261438,0.000261439,0.000261439,0.000261438,0.914908687,0.014669801,0.000261438,0.000261439,0.000261438,0.000261438,0.000261438
0.006666681,0.006666668,0.006666702,0.006666667,0.006666731,0.006666667,0.006666682,0.006666672,0.208712743,0.006666667,0.704620371,0.006666668,0.006666694,0.006666674,0.006666713
